rank,candidate_id,v2_score,v1_score,fake_risk,current_title,profile_years,company,location,manual_override_note,risk_reasons,evidence_hits,feature_v1_score,feature_fit_score,feature_fake_risk,feature_title,feature_years,feature_retrieval,feature_ranking,feature_evaluation,feature_production,feature_relevance_system,feature_shipper,feature_llm,feature_skills,feature_company,feature_location,feature_behavior,feature_education,feature_raw_years_ideal,feature_raw_years_senior_band,feature_response_rate,feature_notice_fast,feature_open_to_work,feature_india_or_relocate,feature_target_city,feature_verified_strength,feature_github_strength,feature_top_rank_signal,feature_career_depth_signal,feature_availability_signal,feature_risk_safe
1,CAND_0030468,9.402256594,1.022343519,0.000,Senior Applied Scientist,5.4,Swiggy,"Indore, Madhya Pradesh",,,connect users with relevant information | relevant information at scale | ranking and retrieval systems | decide what to show | search & discovery | offline metrics | online numbers | offline experimentation,9.402257,0.922344,0.000000,0.950000,1.000000,0.412500,0.675000,0.500000,1.000000,1.000000,1.000000,0.000000,0.662354,0.980000,0.780000,0.797042,1.000000,0.680000,1.000000,0.780000,0.714286,1.000000,1.000000,0.000000,1.000000,0.450000,0.870000,0.788125,0.820960,1.000000
51,CAND_0068811,7.523823461,0.939712376,0.000,Applied ML Engineer,8.0,Freshworks,"Pune, Maharashtra",,,drift detection | vector search | retrieval | embedding | embeddings | qdrant | weaviate | pinecone,7.523823,0.862712,0.000000,0.900000,1.000000,1.000000,1.000000,0.750000,1.000000,0.250000,0.487500,0.562500,1.000000,0.980000,1.000000,0.708171,0.820000,0.800000,1.000000,0.420000,0.857143,1.000000,1.000000,1.000000,0.666667,0.231000,0.757500,0.723750,0.716840,1.000000
52,CAND_0042100,7.512606843,0.805204101,0.000,Machine Learning Engineer,7.3,Freshworks,Singapore,,,offline metrics | semantic search | pinecone | elasticsearch | learning-to-rank | learning to rank | ranking | recommendation system,7.512607,0.790306,0.000000,0.900000,1.000000,0.187500,1.000000,0.962500,0.787500,0.250000,0.787500,0.475000,1.000000,0.980000,0.610000,0.690216,0.760000,0.940000,1.000000,0.870000,0.285714,1.000000,1.000000,0.000000,1.000000,0.433000,0.746875,0.518750,0.736444,1.000000
53,CAND_0052328,7.495465184,0.891733671,0.000,Recommendation Systems Engineer,6.5,Amazon,"Pune, Maharashtra",,,drift detection | vector search | retrieval | embedding | embeddings | sentence transformers | pinecone | opensearch,7.495465,0.836734,0.000000,0.930000,1.000000,1.000000,0.987500,0.250000,0.800000,0.250000,0.487500,0.625000,1.000000,0.980000,1.000000,0.775483,1.000000,0.900000,1.000000,0.790000,0.857143,1.000000,1.000000,1.000000,0.333333,0.776000,0.684000,0.691250,0.836265,1.000000
54,CAND_0083879,7.463607833,0.909913102,0.000,Machine Learning Engineer,7.1,Ola,"Noida, Uttar Pradesh",,,offline metrics | drift detection | semantic search | retrieval | sentence-transformers | sentence transformers | faiss | milvus,7.463608,0.872913,0.000000,0.900000,1.000000,0.775000,0.875000,0.500000,1.000000,0.500000,0.737500,0.537500,0.712872,0.980000,1.000000,0.692919,1.000000,0.980000,1.000000,0.470000,0.857143,1.000000,1.000000,1.000000,1.000000,0.000000,0.770000,0.742500,0.723239,1.000000
55,CAND_0032515,7.360945593,0.857939677,0.000,Machine Learning Engineer,5.1,PharmEasy,Seattle,,,offline metrics | drift detection | semantic search | vector search | milvus | elasticsearch | learning-to-rank | ranking,7.360946,0.835940,0.000000,0.900000,1.000000,0.250000,1.000000,0.912500,1.000000,0.500000,0.787500,0.475000,1.000000,0.980000,0.290000,0.662055,1.000000,0.620000,1.000000,0.540000,0.714286,0.000000,0.000000,0.000000,0.666667,0.674000,0.836250,0.641250,0.506965,1.000000
56,CAND_0044222,7.329960838,0.863881956,0.000,AI Engineer,7.7,PolicyBazaar,"Vizag, Andhra Pradesh",,,offline metrics | semantic search | vector search | retrieval | embedding | sentence-transformers | bm25 | faiss,7.329961,0.830652,0.000000,0.890000,1.000000,1.000000,0.825000,1.000000,0.662500,0.250000,0.737500,0.675000,1.000000,0.840000,0.730000,0.734037,1.000000,0.860000,1.000000,0.600000,0.571429,1.000000,1.000000,0.000000,1.000000,0.289000,0.693875,0.663125,0.729329,1.000000
57,CAND_0043228,7.313476723,0.904283454,0.000,Applied ML Engineer,6.8,Zoho,"Chennai, Tamil Nadu",,,drift detection | semantic search | vector search | retrieval | sentence-transformers | sentence transformers | bm25 | faiss,7.313477,0.827283,0.000000,0.900000,1.000000,1.000000,0.887500,0.500000,1.000000,0.250000,0.487500,0.362500,1.000000,0.980000,0.730000,0.664945,1.000000,0.960000,1.000000,0.410000,0.857143,0.000000,1.000000,0.000000,1.000000,0.476000,0.710000,0.701250,0.497050,1.000000
58,CAND_0018549,7.268395849,0.844874878,0.000,Recommendation Systems Engineer,6.8,Uber,"Coimbatore, Tamil Nadu",,,retrieval | embedding | embeddings | milvus | qdrant | weaviate | opensearch | elasticsearch,7.268396,0.805215,0.000000,0.930000,1.000000,1.000000,1.000000,0.500000,0.912500,0.000000,0.487500,0.500000,0.969686,0.980000,0.830000,0.732764,1.000000,0.960000,1.000000,0.730000,0.571429,1.000000,1.000000,0.000000,1.000000,0.563000,0.665875,0.635625,0.761320,1.000000
59,CAND_0007411,7.248141853,0.925606063,0.080,Senior Machine Learning Engineer,8.0,Amazon,"Kochi, Kerala",,stale and low response,offline metrics | intelligence layer end-to-end | hybrid retrieval | vector search | information retrieval | retrieval | embedding | bm25,7.248142,0.902406,0.080000,0.970000,1.000000,1.000000,1.000000,0.950000,1.000000,0.412500,0.650000,0.912500,1.000000,0.980000,0.830000,0.394170,1.000000,0.800000,1.000000,0.120000,1.000000,0.000000,1.000000,0.000000,1.000000,0.895000,0.839125,0.788750,0.337668,0.920000
60,CAND_0075574,7.173449707,0.787062954,0.070,Machine Learning Engineer,5.7,Haptik,"Bangalore, Karnataka",,low profile completeness,offline metrics | vector search | embedding | embeddings | bm25 | qdrant | weaviate | pinecone,7.173450,0.819050,0.070000,0.900000,1.000000,1.000000,1.000000,1.000000,0.462500,0.250000,0.787500,0.425000,1.000000,0.620000,0.940000,0.718575,1.000000,0.740000,1.000000,0.580000,0.571429,1.000000,1.000000,1.000000,0.666667,0.377000,0.701875,0.673125,0.718144,0.930000
61,CAND_0075249,7.172385763,0.837042262,0.000,Applied ML Engineer,6.2,Zomato,"Ahmedabad, Gujarat",,,semantic search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25 | faiss,7.172386,0.792040,0.000000,0.900000,1.000000,1.000000,0.825000,0.750000,1.000000,0.000000,0.487500,0.487500,1.000000,0.840000,0.730000,0.721032,1.000000,0.840000,1.000000,0.820000,0.714286,1.000000,1.000000,0.000000,0.666667,0.368000,0.660000,0.613750,0.800556,1.000000
62,CAND_0027801,7.160310773,0.873468681,0.000,NLP Engineer,7.4,InMobi,"Hyderabad, Telangana",,,drift detection | semantic search | vector search | retrieval | sentence-transformers | bm25 | faiss | milvus,7.160311,0.836469,0.000000,0.840000,1.000000,1.000000,0.662500,0.825000,1.000000,0.250000,0.650000,0.537500,1.000000,0.980000,0.890000,0.657930,0.940000,0.920000,1.000000,0.650000,0.000000,1.000000,1.000000,1.000000,1.000000,0.633000,0.679500,0.672500,0.625672,1.000000
63,CAND_0081053,7.131092370,0.846515149,0.000,NLP Engineer,5.4,Glance,"Chandigarh, Chandigarh",,,drift detection | semantic search | embedding | embeddings | sentence-transformers | faiss | qdrant | weaviate,7.131092,0.808144,0.000000,0.840000,1.000000,1.000000,0.825000,0.250000,1.000000,0.250000,0.487500,0.425000,1.000000,0.980000,0.830000,0.702063,1.000000,0.680000,1.000000,0.830000,0.285714,1.000000,1.000000,0.000000,0.666667,0.777000,0.654500,0.688750,0.731182,1.000000
64,CAND_0044855,7.108347643,0.894814502,0.000,Senior Data Scientist,6.6,Flipkart,"Coimbatore, Tamil Nadu",,,semantic search | vector search | information retrieval | retrieval | embedding | embeddings | sentence-transformers | bm25,7.108348,0.820112,0.000000,0.870000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.487500,0.737500,1.000000,0.980000,0.830000,0.632499,0.880000,0.920000,1.000000,0.570000,0.571429,0.000000,1.000000,0.000000,0.666667,0.467000,0.711000,0.648750,0.481214,1.000000
65,CAND_0055905,7.048036344,0.956170039,0.000,Senior Machine Learning Engineer,8.1,Flipkart,London,,,intelligence layer end-to-end | hybrid retrieval | semantic search | vector search | dense vector | dense retrieval | information retrieval | retrieval,7.048036,0.861170,0.000000,0.970000,1.000000,1.000000,1.000000,1.000000,1.000000,0.162500,0.650000,1.000000,1.000000,0.980000,0.240000,0.793020,1.000000,0.780000,1.000000,0.870000,0.857143,1.000000,0.000000,0.000000,1.000000,0.000000,0.781625,0.713750,0.863279,1.000000
66,CAND_0041610,7.004778202,0.869983782,0.070,Recommendation Systems Engineer,6.7,Zoho,"Indore, Madhya Pradesh",,low profile completeness,drift detection | retrieval | embedding | embeddings | bm25 | pinecone | opensearch | elasticsearch,7.004778,0.825184,0.070000,0.930000,1.000000,1.000000,1.000000,0.500000,0.800000,0.250000,0.487500,0.312500,1.000000,0.980000,0.780000,0.761693,0.760000,0.940000,1.000000,0.520000,0.857143,1.000000,1.000000,0.000000,1.000000,0.521000,0.711500,0.693750,0.763249,0.930000
67,CAND_0093912,7.003864508,0.733694004,0.000,Senior Data Scientist,5.3,Razorpay,"Chandigarh, Chandigarh",,,semantic search | vector search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss,7.003865,0.779202,0.000000,0.870000,1.000000,1.000000,1.000000,0.662500,0.575000,0.000000,0.650000,0.412500,1.000000,0.980000,0.730000,0.833923,0.880000,0.660000,1.000000,0.660000,0.857143,1.000000,1.000000,0.000000,1.000000,0.815000,0.613500,0.601250,0.827140,1.000000
68,CAND_0050876,7.003707607,0.760006762,0.000,Applied ML Engineer,6.0,Freshworks,"Kolkata, West Bengal",,,embedding | embeddings | sentence transformers | faiss | qdrant | opensearch | learning-to-rank | ranking,7.003708,0.776629,0.000000,0.900000,1.000000,0.750000,1.000000,0.500000,0.912500,0.000000,0.487500,0.487500,1.000000,0.980000,0.730000,0.726996,1.000000,0.800000,1.000000,0.670000,0.285714,1.000000,1.000000,0.000000,1.000000,0.861000,0.656875,0.573125,0.701155,1.000000
69,CAND_0093193,6.909984734,0.866098288,0.000,Senior Machine Learning Engineer,7.9,Niramai,"Bangalore, Karnataka",,,connect users with relevant information | relevant information at scale | ranking and retrieval systems | decide what to show | matching layer | hand-tuned heuristic | explicit modeling and evaluation | offline metrics,6.909985,0.833098,0.000000,0.970000,1.000000,0.412500,0.225000,0.000000,0.625000,1.000000,1.000000,0.000000,0.508096,0.980000,0.890000,0.729413,0.820000,0.820000,1.000000,0.610000,0.714286,1.000000,1.000000,1.000000,1.000000,0.342000,0.679750,0.641875,0.751408,1.000000
70,CAND_0094056,6.907058843,0.839764722,0.000,NLP Engineer,5.9,Rephrase.ai,"Chennai, Tamil Nadu",,,drift detection | semantic search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25,6.907059,0.817765,0.000000,0.840000,1.000000,1.000000,0.987500,0.500000,1.000000,0.250000,0.487500,0.612500,1.000000,0.980000,0.830000,0.532396,0.820000,0.780000,1.000000,0.820000,0.000000,0.000000,1.000000,0.000000,0.666667,0.648000,0.712000,0.721250,0.417958,1.000000
71,CAND_0086151,6.895579307,0.823810278,0.000,Recommendation Systems Engineer,7.7,Wysa,"Vizag, Andhra Pradesh",,,semantic search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25 | faiss,6.895579,0.804511,0.000000,0.930000,1.000000,1.000000,1.000000,0.750000,1.000000,0.000000,0.487500,0.425000,1.000000,0.980000,0.780000,0.579585,0.700000,0.860000,1.000000,0.520000,0.000000,1.000000,1.000000,0.000000,1.000000,0.517000,0.704000,0.648750,0.561834,1.000000
72,CAND_0074735,6.894560138,0.813059706,0.000,Applied ML Engineer,5.5,Rephrase.ai,"Chandigarh, Chandigarh",,,drift detection | semantic search | vector search | information retrieval | retrieval | embedding | embeddings | weaviate,6.894560,0.791315,0.000000,0.900000,1.000000,1.000000,0.712500,0.250000,0.800000,0.250000,0.487500,0.362500,1.000000,0.980000,0.730000,0.729452,1.000000,0.700000,1.000000,0.770000,0.285714,1.000000,1.000000,0.000000,1.000000,0.877000,0.620000,0.636250,0.727138,1.000000
73,CAND_0018722,6.892319089,0.787100703,0.000,Recommendation Systems Engineer,6.6,Saarthi.ai,Toronto,,,semantic search | retrieval | embedding | sentence-transformers | bm25 | faiss | weaviate | elasticsearch,6.892319,0.761434,0.000000,0.930000,1.000000,1.000000,1.000000,0.662500,0.737500,0.000000,0.487500,0.550000,0.718402,0.840000,0.610000,0.755686,0.760000,0.920000,1.000000,0.790000,0.285714,1.000000,1.000000,0.000000,1.000000,0.943000,0.655875,0.609375,0.742632,1.000000
74,CAND_0047721,6.863349083,0.819344585,0.000,Senior Data Scientist,7.0,Microsoft,"Coimbatore, Tamil Nadu",,,information retrieval | retrieval | embedding | embeddings | bm25 | faiss | milvus | qdrant,6.863349,0.778339,0.000000,0.870000,1.000000,1.000000,1.000000,0.500000,0.912500,0.000000,0.487500,0.312500,1.000000,0.980000,0.830000,0.538500,1.000000,1.000000,1.000000,0.490000,0.285714,0.000000,1.000000,0.000000,1.000000,0.901000,0.647875,0.635625,0.380757,1.000000
75,CAND_0094759,6.853726398,0.909018542,0.080,Lead AI Engineer,8.6,Meta,"Mumbai, Maharashtra",,stale and low response,matching pipeline | intelligence layer end-to-end | hybrid retrieval | semantic search | vector search | dense retrieval | retrieval | embedding,6.853726,0.900819,0.080000,0.990000,1.000000,1.000000,1.000000,1.000000,1.000000,0.325000,0.650000,1.000000,1.000000,0.980000,1.000000,0.380324,0.820000,0.680000,1.000000,0.110000,0.857143,0.000000,1.000000,1.000000,1.000000,0.762000,0.828250,0.762500,0.308201,0.920000
76,CAND_0066376,6.833495706,0.855423216,0.000,Applied ML Engineer,5.7,Dream11,"Mumbai, Maharashtra",,,semantic search | information retrieval | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss,6.833496,0.817522,0.000000,0.900000,1.000000,1.000000,1.000000,0.750000,1.000000,0.000000,0.487500,0.500000,1.000000,0.980000,0.910000,0.629533,1.000000,0.740000,1.000000,0.510000,0.285714,1.000000,1.000000,1.000000,0.666667,0.000000,0.695000,0.648750,0.622170,1.000000
77,CAND_0049538,6.820329075,0.702448716,0.070,Applied ML Engineer,5.8,Saarthi.ai,"Jaipur, Rajasthan",,low profile completeness,drift detection | vector search | retrieval | embedding | embeddings | milvus | opensearch | elasticsearch,6.820329,0.754569,0.070000,0.900000,1.000000,0.700000,1.000000,0.250000,0.800000,0.250000,0.487500,0.250000,1.000000,0.620000,0.680000,0.701798,1.000000,0.760000,1.000000,0.720000,0.857143,0.000000,1.000000,0.000000,1.000000,0.908000,0.677500,0.618750,0.589290,0.930000
78,CAND_0016163,6.797482914,0.809133226,0.000,Applied ML Engineer,6.7,Dream11,"Gurgaon, Haryana",,,drift detection | semantic search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss,6.797483,0.812133,0.000000,0.900000,1.000000,1.000000,0.487500,0.500000,1.000000,0.250000,0.487500,0.425000,0.998685,0.980000,0.900000,0.699201,0.880000,0.940000,1.000000,0.720000,0.000000,1.000000,1.000000,1.000000,1.000000,0.950000,0.630000,0.621250,0.659680,1.000000
79,CAND_0058575,6.764643670,0.856465065,0.000,AI Engineer,5.8,Krutrim,"Chennai, Tamil Nadu",,,drift detection | semantic search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25,6.764644,0.834465,0.000000,0.890000,1.000000,1.000000,0.450000,1.000000,1.000000,0.250000,0.650000,0.662500,0.851287,0.980000,0.830000,0.652767,0.940000,0.760000,1.000000,0.690000,0.285714,1.000000,1.000000,0.000000,0.666667,0.349000,0.669500,0.630000,0.676464,1.000000
80,CAND_0057563,6.743700505,0.830774217,0.000,NLP Engineer,6.8,Locobuzz,"Indore, Madhya Pradesh",,,semantic search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss | opensearch,6.743701,0.792520,0.000000,0.840000,1.000000,1.000000,0.962500,0.750000,1.000000,0.000000,0.487500,0.612500,0.817576,0.980000,0.830000,0.620554,1.000000,0.960000,1.000000,0.830000,0.571429,0.000000,1.000000,0.000000,1.000000,0.228000,0.669500,0.641250,0.541436,1.000000
81,CAND_0040117,6.739873668,0.863931951,0.000,Recommendation Systems Engineer,6.5,PhonePe,"Vizag, Andhra Pradesh",,,retrieval | embedding | embeddings | bm25 | faiss | pinecone | ranking | recommendation system,6.739874,0.807940,0.000000,0.930000,1.000000,1.000000,1.000000,0.550000,1.000000,0.000000,0.487500,0.737500,0.874612,0.980000,0.730000,0.702357,1.000000,0.900000,1.000000,0.660000,1.000000,1.000000,1.000000,0.000000,0.666667,0.000000,0.684000,0.648750,0.795943,1.000000
82,CAND_0015528,6.710789175,0.857095950,0.000,Applied ML Engineer,7.4,Krutrim,"Coimbatore, Tamil Nadu",,,drift detection | information retrieval | retrieval | embedding | embeddings | faiss | weaviate | opensearch,6.710789,0.802096,0.000000,0.900000,1.000000,1.000000,0.762500,0.250000,1.000000,0.250000,0.487500,0.375000,1.000000,0.980000,0.730000,0.576818,1.000000,0.920000,1.000000,0.530000,0.857143,0.000000,1.000000,0.000000,1.000000,0.506000,0.660000,0.676250,0.491799,1.000000
83,CAND_0053591,6.707262068,0.859556801,0.000,AI Engineer,5.3,Ola,Toronto,,,offline metrics | semantic search | embedding | embeddings | sentence-transformers | sentence transformers | bm25 | faiss,6.707262,0.800502,0.000000,0.890000,1.000000,1.000000,0.825000,0.800000,0.737500,0.250000,0.737500,0.525000,1.000000,0.840000,0.290000,0.797242,0.820000,0.660000,1.000000,0.810000,0.571429,1.000000,0.000000,0.000000,0.666667,0.758000,0.685125,0.674375,0.807111,1.000000
84,CAND_0083307,6.699598501,0.807054240,0.070,Search Engineer,7.8,CRED,"Vizag, Andhra Pradesh",,low profile completeness,semantic search | vector search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss,6.699599,0.823580,0.070000,0.930000,1.000000,1.000000,0.937500,1.000000,0.900000,0.000000,0.650000,0.737500,1.000000,0.980000,0.730000,0.619530,0.880000,0.840000,1.000000,0.700000,0.000000,1.000000,1.000000,0.000000,1.000000,0.692000,0.701500,0.637500,0.622812,0.930000
85,CAND_0095528,6.697841020,0.872931275,0.000,Senior Data Scientist,5.3,Netflix,"Indore, Madhya Pradesh",,,drift detection | semantic search | vector search | retrieval | embedding | embeddings | qdrant | opensearch,6.697841,0.814931,0.000000,0.870000,1.000000,1.000000,0.900000,0.250000,1.000000,0.250000,0.487500,0.500000,1.000000,0.980000,0.730000,0.705704,1.000000,0.660000,1.000000,0.550000,0.714286,1.000000,1.000000,0.000000,0.666667,0.000000,0.678500,0.703750,0.726925,1.000000
86,CAND_0069905,6.662086152,0.810207014,0.000,Applied ML Engineer,6.6,Sarvam AI,"Bhubaneswar, Odisha",,,semantic search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25 | faiss,6.662086,0.791263,0.000000,0.900000,1.000000,1.000000,0.825000,0.912500,0.737500,0.000000,0.487500,0.675000,1.000000,0.980000,0.830000,0.692367,0.880000,0.920000,1.000000,0.780000,0.285714,1.000000,1.000000,0.000000,1.000000,0.448000,0.636875,0.574375,0.714804,1.000000
87,CAND_0065195,6.653010624,0.783774705,0.000,Search Engineer,5.1,CRED,"Kolkata, West Bengal",,,drift detection | retrieval | embedding | embeddings | qdrant | pinecone | elasticsearch | pgvector,6.653011,0.798434,0.000000,0.930000,1.000000,1.000000,0.550000,0.250000,0.800000,0.250000,0.487500,0.625000,1.000000,0.980000,0.730000,0.830815,1.000000,0.620000,1.000000,0.800000,0.714286,1.000000,1.000000,0.000000,1.000000,0.873000,0.596500,0.603750,0.839469,1.000000
88,CAND_0099401,6.563831097,0.862811346,0.070,NLP Engineer,7.7,Dream11,"Ahmedabad, Gujarat",,low profile completeness,drift detection | semantic search | information retrieval | retrieval | embedding | embeddings | bm25 | qdrant,6.563831,0.818011,0.070000,0.840000,1.000000,1.000000,1.000000,0.500000,1.000000,0.250000,0.487500,0.250000,1.000000,0.980000,0.830000,0.549098,1.000000,0.860000,1.000000,0.420000,0.285714,0.000000,1.000000,0.000000,1.000000,0.241000,0.714500,0.723750,0.367496,0.930000
89,CAND_0024620,6.507454715,0.712123477,0.000,AI Engineer,5.9,PharmEasy,New York,,,drift detection | semantic search | information retrieval | retrieval | embedding | bm25 | elasticsearch | learning-to-rank,6.507455,0.736387,0.000000,0.890000,1.000000,0.637500,1.000000,0.250000,0.800000,0.250000,0.487500,0.250000,1.000000,0.620000,0.560000,0.691932,0.820000,0.780000,1.000000,0.410000,0.714286,1.000000,1.000000,0.000000,1.000000,0.333000,0.674500,0.603125,0.686416,1.000000
90,CAND_0060072,6.473813462,0.874714205,0.070,Staff Machine Learning Engineer,5.7,Amazon,"Indore, Madhya Pradesh",,low profile completeness,offline experimentation | intelligence layer end-to-end | hybrid retrieval | vector search | retrieval | embedding | embeddings | sentence transformers,6.473813,0.883914,0.070000,0.980000,1.000000,1.000000,1.000000,0.412500,1.000000,0.412500,0.787500,1.000000,1.000000,0.980000,0.830000,0.319313,1.000000,0.740000,1.000000,0.100000,0.285714,0.000000,1.000000,0.000000,1.000000,0.824000,0.788375,0.802500,0.195582,0.930000
91,CAND_0042029,6.459799359,0.790521088,0.070,Senior Data Scientist,6.5,Flipkart,"Delhi, Delhi",,low profile completeness,offline metrics | semantic search | retrieval | embedding | embeddings | sentence-transformers | faiss | weaviate,6.459799,0.813734,0.070000,0.870000,1.000000,1.000000,0.937500,0.750000,0.412500,0.250000,0.737500,0.587500,1.000000,0.980000,1.000000,0.627032,0.880000,0.900000,1.000000,0.670000,0.714286,0.000000,1.000000,1.000000,1.000000,0.787000,0.647875,0.648125,0.525456,0.930000
92,CAND_0065878,6.447990552,0.810653553,0.000,Senior Data Scientist,7.8,Niramai,"Trivandrum, Kerala",,,vector search | retrieval | embedding | embeddings | pgvector | learning-to-rank | ranking | recommendation system,6.447991,0.796509,0.000000,0.870000,1.000000,0.787500,1.000000,0.662500,1.000000,0.000000,0.650000,0.787500,1.000000,0.980000,0.730000,0.663726,0.880000,0.840000,1.000000,0.480000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.677250,0.611875,0.735490,1.000000
93,CAND_0092278,6.446368916,0.932295645,0.080,Senior NLP Engineer,6.8,Microsoft,"Pune, Maharashtra",,stale and low response,offline experimentation | intelligence layer end-to-end | hybrid retrieval | semantic search | vector search | dense retrieval | retrieval | embedding,6.446369,0.909096,0.080000,0.940000,1.000000,1.000000,1.000000,1.000000,1.000000,0.412500,0.787500,1.000000,1.000000,0.980000,1.000000,0.257260,1.000000,0.960000,1.000000,0.070000,0.285714,0.000000,1.000000,1.000000,1.000000,0.000000,0.835125,0.802500,0.163261,0.920000
94,CAND_0081686,6.424475297,0.854207465,0.000,Search Engineer,6.0,Netflix,Austin,,,semantic search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss | milvus,6.424475,0.792316,0.000000,0.930000,1.000000,1.000000,1.000000,0.750000,1.000000,0.000000,0.487500,0.612500,1.000000,0.980000,0.290000,0.642568,1.000000,0.800000,1.000000,0.910000,0.571429,0.000000,0.000000,0.000000,1.000000,0.464000,0.704000,0.648750,0.570242,1.000000
95,CAND_0052682,6.398908248,0.779924551,0.000,NLP Engineer,6.6,Aganitha,"Vizag, Andhra Pradesh",,,semantic search | embedding | embeddings | faiss | pinecone | ranking | recommendation system | recommendation systems,6.398908,0.770472,0.000000,0.840000,1.000000,0.975000,0.712500,0.500000,0.912500,0.000000,0.487500,0.812500,0.953733,0.980000,0.730000,0.795943,1.000000,0.920000,1.000000,0.880000,0.857143,1.000000,1.000000,0.000000,1.000000,0.724000,0.581375,0.571875,0.866949,1.000000
96,CAND_0070202,6.337012573,0.764203054,0.000,Machine Learning Engineer,5.1,BYJU'S,"Jaipur, Rajasthan",,,semantic search | retrieval | embedding | embeddings | bm25 | qdrant | learning-to-rank | learning to rank,6.337013,0.744824,0.000000,0.900000,1.000000,0.950000,1.000000,0.500000,0.912500,0.000000,0.487500,0.562500,1.000000,0.480000,0.730000,0.578996,1.000000,0.620000,1.000000,0.600000,0.285714,0.000000,1.000000,0.000000,0.666667,0.000000,0.656875,0.623125,0.424456,1.000000
97,CAND_0011432,6.314966131,0.787370803,0.000,Senior Data Scientist,7.6,Amazon,"Chennai, Tamil Nadu",,,offline metrics | retrieval | embedding | embeddings | pinecone | opensearch | elasticsearch | pgvector,6.314966,0.783579,0.000000,0.870000,1.000000,1.000000,0.825000,0.750000,0.412500,0.250000,0.737500,0.437500,0.912828,0.980000,0.730000,0.660350,0.700000,0.880000,1.000000,0.670000,0.571429,1.000000,1.000000,0.000000,1.000000,0.200000,0.625375,0.625625,0.717354,1.000000
98,CAND_0096172,6.302768331,0.792575763,0.000,NLP Engineer,5.2,Krutrim,"Chennai, Tamil Nadu",,,semantic search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25 | faiss,6.302768,0.779161,0.000000,0.840000,1.000000,1.000000,0.712500,0.750000,1.000000,0.000000,0.487500,0.612500,1.000000,0.980000,0.730000,0.625157,1.000000,0.640000,1.000000,0.470000,0.714286,0.000000,1.000000,0.000000,1.000000,0.650000,0.619500,0.591250,0.474706,1.000000
99,CAND_0062247,6.253084654,0.685553455,0.000,AI Engineer,7.3,Google,"Kochi, Kerala",,,semantic search | vector search | information retrieval | retrieval | embedding | sentence-transformers | bm25 | faiss,6.253085,0.752813,0.000000,0.890000,1.000000,1.000000,0.937500,0.500000,0.412500,0.000000,0.487500,0.487500,1.000000,0.980000,0.830000,0.765995,1.000000,0.940000,1.000000,0.780000,0.857143,1.000000,1.000000,0.000000,0.666667,0.527000,0.566375,0.548125,0.829969,1.000000
100,CAND_0007009,6.249595114,0.761881020,0.000,Recommendation Systems Engineer,7.9,Wysa,"Noida, Uttar Pradesh",,,semantic search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25 | faiss,6.249595,0.798396,0.000000,0.930000,1.000000,1.000000,0.662500,0.912500,0.575000,0.000000,0.650000,0.912500,1.000000,0.980000,1.000000,0.696004,0.940000,0.820000,1.000000,0.620000,0.857143,1.000000,1.000000,1.000000,0.666667,0.692000,0.589000,0.533750,0.761973,1.000000
101,CAND_0076251,6.171985410,0.854804974,0.000,Search Engineer,7.6,Haptik,"Bhubaneswar, Odisha",,,drift detection | semantic search | retrieval | embedding | sentence-transformers | bm25 | faiss | weaviate,6.171985,0.817805,0.000000,0.930000,1.000000,1.000000,0.550000,0.500000,1.000000,0.250000,0.487500,0.612500,1.000000,0.980000,0.830000,0.642188,0.880000,0.880000,1.000000,0.510000,0.571429,1.000000,1.000000,0.000000,0.333333,0.000000,0.651500,0.633750,0.670090,1.000000
102,CAND_0031593,6.109453550,0.816473468,0.070,Search Engineer,7.8,Genpact AI,"Kolkata, West Bengal",,low profile completeness,retrieval | embedding | embeddings | bm25 | pinecone | elasticsearch | learning-to-rank | ranking,6.109454,0.798377,0.070000,0.930000,1.000000,1.000000,1.000000,0.750000,0.912500,0.000000,0.487500,0.612500,0.840047,0.980000,0.780000,0.605972,0.820000,0.840000,1.000000,0.580000,0.285714,1.000000,1.000000,0.000000,1.000000,0.232000,0.690875,0.635625,0.630246,0.930000
