label,label_notes,selection_bucket,candidate_id,v1_score,fake_risk,current_title,years,company,industry,location,headline,summary,career_history,top_skills,evidence_hits,risk_reasons,signals,claude_label,gpt_label,claude_label_notes,gpt_label_notes,consensus_rule,agreement_status,review_required,original_consensus_label,codex_reviewed_label,codex_review_decision,codex_review_issue_type,codex_review_reason
2,"Consensus label 2. Claude=2; GPT=3. Claude note: ML Engineer at HCL, 6.5yr, Berlin. ML background but not India-based. | GPT note: Career history includes lightweight recommender work but limited ranking system ownership.",v1_top_260,CAND_0002120,0.372195,0,ML Engineer,6.5,HCL,IT Services,Berlin,ML Engineer | 6.5 yrs in analytics & ML,"Data scientist / ML engineer with 6.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the enginee...","ML Engineer at HCL (31m): Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. Started with sklearn-based bag-of-words models, then moved to transformer-based classifiers (DistilBERT) for the harder classes. Comfortable with PyTorch and Hugging Face but most of my training experience has been on small datasets and pre-trained model fine-tuning, not from-scratch model design. || AI Specialist at BYJU'S (46m): Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Pinecone:advanced/45m, Statistical Modeling:advanced/59m, RAG:advanced/57m, Information Retrieval:advanced/28m, Hugging Face Transformers:intermediate/36m, ETL:intermediate/36m, Reinforcement Learning:advanced/28m, Data Science:intermediate/25m, Six Sigma:intermediate/30m, Qdrant:intermediate/12m, Embeddings:intermediate/10m, Object Detection:intermediate/21m",information retrieval | retrieval | embedding | embeddings | qdrant | pinecone | ranking | production,,active=2026-05-20; open_to_work=True; response=0.72; notice=45; github=50.4; saved_30d=29,2,3,"ML Engineer at HCL, 6.5yr, Berlin. ML background but not India-based.",Career history includes lightweight recommender work but limited ranking system ownership.,conservative_lower_label,diff_1,optional,2,,not_reviewed,,
2,"Consensus label 2. Claude=2; GPT=2. Claude note: Senior Software Engineer at CRED, 7.9yr, Sydney. Some tech background but weak ML/retrieval signals or wrong domain. | GPT note: Career history is mainly data or software engineering with no clear ranking ownership.",v1_top_260,CAND_0024004,0.371213,0,Senior Software Engineer,7.9,CRED,Fintech,Sydney,Senior Software Engineer | Data pipelines & analytics,"Software / data professional with 7.9 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transiti...","Senior Software Engineer at CRED (37m): Mixed data science and analytics-engineering role at a marketing-analytics startup. Spent maybe 30% of my time on lightweight ML (clustering, classification, churn prediction in sklearn/XGBoost) and 70% on data infrastructure and dashboards. Comfortable with the modeling work but I wouldn't call myself an ML specialist. Built our experimentation framework that supports the product team's A/B tests. || Senior Software Engineer at upGrad (33m): Built and maintained data pipelines on Apache Airflow processing ~500GB of daily transactional data across 12 source systems. Worked extensively with Spark (PySpark) for batch processing and dbt for the transformation/modeling layer in our Snowflake warehouse. Owned the on-call rotation for data quality issues — wrote most of the data quality checks that detect schema drift and unusual volume changes. The pipeline supports the analytics team and a few internal ML models. || Senior Data Engineer at Paytm (12m): Backend development with Python (FastAPI), PostgreSQL, and Redis at a B2B SaaS product. Owned the analytics-and-reporting service which serves dashboards to ~3K paying customers. Recent work includes integrating a model-serving service (built by another team) into our API layer; my work was the integration and observability, not the model itself. Strong on API design, database performance, a...","Object Detection:advanced/59m, Time Series:advanced/31m, BM25:advanced/48m, ASR:advanced/52m, Project Management:intermediate/31m, Weights & Biases:intermediate/33m, Azure:intermediate/22m, OpenCV:intermediate/23m, Tally:intermediate/22m, Semantic Search:intermediate/23m, Diffusion Models:intermediate/17m, HTML:beginner/18m",semantic search | bm25 | a/b | serving | shipped | drift | on-call,,active=2026-04-06; open_to_work=False; response=0.76; notice=60; github=71.2; saved_30d=5,2,2,"Senior Software Engineer at CRED, 7.9yr, Sydney. Some tech background but weak ML/retrieval signals or wrong domain.",Career history is mainly data or software engineering with no clear ranking ownership.,same_label,exact,no,2,,not_reviewed,,
2,Consensus label 2. Claude=2; GPT=2. Claude note: Integrity flag: career duration far below stated 16.5yr. Cannot trust profile. | GPT note: Career history is mainly data or software engineering with no clear ranking ownership.,v1_top_260,CAND_0071115,0.369032,0.24,Recommendation Systems Engineer,16.5,Meta,Internet,"Ahmedabad, Gujarat","Recommendation Systems Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 5.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning...","Recommendation Systems Engineer at Meta (45m): Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. My main project was a churn prediction model that's now used by the customer success team to prioritize outreach. Designed the model monitoring stack: data drift detection, prediction distribution checks, and alerting. Mentored a junior engineer through their first end-to-end ML project last year. || AI Engineer at Krutrim (24m): Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. My main project was a churn prediction model that's now used by the customer success team to prioritize outreach. Designed the model monitoring stack: data drift detection, prediction distribution checks, and alerting. Mentored a junior engineer through their first end-to-end ML project last year.","BM25:expert/92m, Semantic Search:expert/66m, scikit-learn:expert/86m, Embeddings:expert/96m, Weaviate:expert/96m, Diffusion Models:advanced/50m, LLMs:expert/62m, Computer Vision:advanced/22m, Python:expert/41m, YOLO:intermediate/27m, Kubeflow:intermediate/21m, Image Classification:intermediate/18m",drift detection | semantic search | embedding | embeddings | bm25 | weaviate | recommendation system | recommendation systems,career duration far below stated experience,active=2026-04-13; open_to_work=True; response=0.50; notice=90; github=31.4; saved_30d=29,2,2,Integrity flag: career duration far below stated 16.5yr. Cannot trust profile.,Career history is mainly data or software engineering with no clear ranking ownership.,same_label,exact,no,2,,not_reviewed,,
2,"Consensus label 2. Claude=3; GPT=2. Claude note: AI Specialist at HCL, 6.7yr, Ahmedabad, Gujarat. ML background with domain signals; some friction. | GPT note: Career history is mostly non-search ML with little retrieval or ranking relevance.",v1_top_260,CAND_0022870,0.368688,0,AI Specialist,6.7,HCL,IT Services,"Ahmedabad, Gujarat",AI Specialist | Building ML-powered solutions,"Data scientist / ML engineer with 6.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to...","AI Specialist at HCL (39m): Worked on time-series forecasting models for supply-chain demand prediction at a logistics company. Built models in Prophet, LightGBM, and (for one project) a small LSTM — the LightGBM model ended up shipping. Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. The work was a mix of modeling, analysis, and stakeholder communication with the operations team. || ML Engineer at HCL (32m): Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. Set up the training pipeline (data loading, augmentation, evaluation) and the inference service. Most of my project work has been in CV; I'm now interested in transitioning toward NLP/LLM work but my professional experience there is limited. || Senior Software Engineer (ML) at Swiggy (8m): Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient-boosted trees with ~80 hand-engineered features. The work was split roughly 60/40 between modeling and data prep / SQL. The churn model is now used by the retention team, though my role was more on the modeling side than the productionization.","Qdrant:advanced/52m, Time Series:advanced/54m, Feature Engineering:advanced/37m, Weights & Biases:advanced/43m, Elasticsearch:advanced/28m, Image Classification:advanced/41m, Speech Recognition:intermediate/26m, Semantic Search:advanced/27m, OpenCV:intermediate/26m, React:beginner/12m, LangChain:intermediate/17m, Information Retrieval:intermediate/13m",semantic search | information retrieval | retrieval | embedding | embeddings | qdrant | elasticsearch | ranking,,active=2026-03-26; open_to_work=True; response=0.44; notice=60; github=36.6; saved_30d=35,3,2,"AI Specialist at HCL, 6.7yr, Ahmedabad, Gujarat. ML background with domain signals; some friction.",Career history is mostly non-search ML with little retrieval or ranking relevance.,conservative_lower_label,diff_1,optional,2,,not_reviewed,,
2,"Consensus label 2. Claude=2; GPT=2. Claude note: Analytics Engineer at Meesho, 7.5yr, Gurgaon, Haryana. Data engineering background; no core ML retrieval/ranking evidence. | GPT note: Career history is mainly data or software engineering with no clear ranking ownership.",v1_top_260,CAND_0070332,0.366929,0,Analytics Engineer,7.5,Meesho,E-commerce,"Gurgaon, Haryana",Analytics Engineer | Data pipelines & analytics,"Software / data professional with 7.5 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-...","Analytics Engineer at Meesho (37m): Mixed data science and analytics-engineering role at a marketing-analytics startup. Spent maybe 30% of my time on lightweight ML (clustering, classification, churn prediction in sklearn/XGBoost) and 70% on data infrastructure and dashboards. Comfortable with the modeling work but I wouldn't call myself an ML specialist. Built our experimentation framework that supports the product team's A/B tests. || Data Engineer at InMobi (25m): Backend + data hybrid role at a growth-stage startup. Built the company's first proper data warehouse (migrating from a tangled set of Postgres replicas to a clean Snowflake setup with dbt), the orchestration layer (Airflow), and the BI integration (Looker). Shipped a couple of small predictive features but the bulk of the role was data infrastructure. || Senior Software Engineer at Mindtree (27m): Built and maintained data pipelines on Apache Airflow processing ~500GB of daily transactional data across 12 source systems. Worked extensively with Spark (PySpark) for batch processing and dbt for the transformation/modeling layer in our Snowflake warehouse. Owned the on-call rotation for data quality issues — wrote most of the data quality checks that detect schema drift and unusual volume changes. The pipeline supports the analytics team and a few internal ML models.","pgvector:advanced/43m, Kubeflow:advanced/42m, ASR:advanced/44m, Six Sigma:intermediate/36m, Data Science:advanced/38m, Webpack:intermediate/34m, LoRA:intermediate/30m, Reinforcement Learning:intermediate/33m, Excel:intermediate/31m, Statistical Modeling:advanced/23m, HTML:beginner/18m, LlamaIndex:intermediate/25m",pgvector | a/b | shipped | drift | on-call | LoRA | Kubeflow | MLflow,,active=2026-04-20; open_to_work=False; response=0.42; notice=30; github=61.6; saved_30d=24,2,2,"Analytics Engineer at Meesho, 7.5yr, Gurgaon, Haryana. Data engineering background; no core ML retrieval/ranking evidence.",Career history is mainly data or software engineering with no clear ranking ownership.,same_label,exact,no,2,,not_reviewed,,
2,"Consensus label 2. Claude=3; GPT=2. Claude note: ML Engineer at Swiggy, 5.3yr, Ahmedabad, Gujarat. ML background with domain signals; some friction. | GPT note: Career history is mostly non-search ML with little retrieval or ranking relevance.",v1_top_260,CAND_0052431,0.366911,0.07,ML Engineer,5.3,Swiggy,Food Delivery,"Ahmedabad, Gujarat",ML Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 5.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML syste...","ML Engineer at Swiggy (49m): Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. Set up the training pipeline (data loading, augmentation, evaluation) and the inference service. Most of my project work has been in CV; I'm now interested in transitioning toward NLP/LLM work but my professional experience there is limited. || ML Engineer at Yellow.ai (14m): Worked on time-series forecasting models for supply-chain demand prediction at a logistics company. Built models in Prophet, LightGBM, and (for one project) a small LSTM — the LightGBM model ended up shipping. Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. The work was a mix of modeling, analysis, and stakeholder communication with the operations team.","Time Series:advanced/54m, Milvus:advanced/48m, Reinforcement Learning:advanced/30m, Prompt Engineering:advanced/58m, MLOps:intermediate/31m, Six Sigma:intermediate/31m, LlamaIndex:intermediate/32m, Semantic Search:intermediate/32m, Kubeflow:intermediate/26m, Feature Engineering:intermediate/22m, Go:intermediate/23m, Tailwind:beginner/7m",semantic search | retrieval | milvus | ranking | production | MLOps | Kubeflow,low profile completeness,active=2026-05-16; open_to_work=False; response=0.85; notice=45; github=77.6; saved_30d=44,3,2,"ML Engineer at Swiggy, 5.3yr, Ahmedabad, Gujarat. ML background with domain signals; some friction.",Career history is mostly non-search ML with little retrieval or ranking relevance.,conservative_lower_label,diff_1,optional,2,,not_reviewed,,
2,"Consensus label 2. Claude=2; GPT=2. Claude note: Data Scientist at HCL, 5.8yr, Mumbai, Maharashtra. Some tech background but weak ML/retrieval signals or wrong domain. | GPT note: Career history is mostly non-search ML with little retrieval or ranking relevance.",v1_top_260,CAND_0022413,0.366425,0,Data Scientist,5.8,HCL,IT Services,"Mumbai, Maharashtra",Data Scientist | Building ML-powered solutions,"Data scientist / ML engineer with 5.8 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow...","Data Scientist at HCL (46m): Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. Set up the training pipeline (data loading, augmentation, evaluation) and the inference service. Most of my project work has been in CV; I'm now interested in transitioning toward NLP/LLM work but my professional experience there is limited. || ML Engineer at Swiggy (22m): Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient-boosted trees with ~80 hand-engineered features. The work was split roughly 60/40 between modeling and data prep / SQL. The churn model is now used by the retention team, though my role was more on the modeling side than the productionization.","Sentence Transformers:advanced/48m, Python:advanced/48m, RAG:advanced/39m, Computer Vision:advanced/36m, MLflow:advanced/40m, Reinforcement Learning:advanced/26m, CNN:advanced/39m, Recommendation Systems:advanced/23m, LoRA:intermediate/32m, Pinecone:intermediate/21m, PostgreSQL:intermediate/12m, Fine-tuning LLMs:intermediate/20m",retrieval | sentence transformers | pinecone | recommendation system | recommendation systems | production | RAG | Fine-tuning LLMs,,active=2026-04-20; open_to_work=False; response=0.34; notice=60; github=-1; saved_30d=20,2,2,"Data Scientist at HCL, 5.8yr, Mumbai, Maharashtra. Some tech background but weak ML/retrieval signals or wrong domain.",Career history is mostly non-search ML with little retrieval or ranking relevance.,same_label,exact,no,2,,not_reviewed,,
2,"Consensus label 2. Claude=2; GPT=2. Claude note: Backend Engineer at PharmEasy, 6.5yr, Chandigarh, Chandigarh. Some tech background but weak ML/retrieval signals or wrong domain. | GPT note: Career history is mainly data or software engineering with no clear ranking ownership.",v1_top_260,CAND_0040283,0.364623,0,Backend Engineer,6.5,PharmEasy,HealthTech,"Chandigarh, Chandigarh","Backend Engineer | SQL, Spark, Cloud","Software / data professional with 6.5 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transiti...","Backend Engineer at PharmEasy (31m): Built and maintained data pipelines on Apache Airflow processing ~500GB of daily transactional data across 12 source systems. Worked extensively with Spark (PySpark) for batch processing and dbt for the transformation/modeling layer in our Snowflake warehouse. Owned the on-call rotation for data quality issues — wrote most of the data quality checks that detect schema drift and unusual volume changes. The pipeline supports the analytics team and a few internal ML models. || Senior Data Engineer at Zomato (24m): Built and maintained data pipelines on Apache Airflow processing ~500GB of daily transactional data across 12 source systems. Worked extensively with Spark (PySpark) for batch processing and dbt for the transformation/modeling layer in our Snowflake warehouse. Owned the on-call rotation for data quality issues — wrote most of the data quality checks that detect schema drift and unusual volume changes. The pipeline supports the analytics team and a few internal ML models. || Data Engineer at BYJU'S (22m): Backend development with Python (FastAPI), PostgreSQL, and Redis at a B2B SaaS product. Owned the analytics-and-reporting service which serves dashboards to ~3K paying customers. Recent work includes integrating a model-serving service (built by another team) into our API layer; my work was the integration and observability, not th...","Information Retrieval:advanced/30m, MLOps:intermediate/32m, TensorFlow:intermediate/24m, Kubernetes:intermediate/18m, Computer Vision:intermediate/13m, Next.js:intermediate/19m, Weights & Biases:intermediate/18m, Azure:beginner/18m, Flask:beginner/17m, Data Pipelines:intermediate/16m, Sales:beginner/13m, Weaviate:intermediate/11m",information retrieval | retrieval | weaviate | serving | shipped | drift | on-call | MLOps,,active=2026-04-30; open_to_work=True; response=0.42; notice=90; github=-1; saved_30d=0,2,2,"Backend Engineer at PharmEasy, 6.5yr, Chandigarh, Chandigarh. Some tech background but weak ML/retrieval signals or wrong domain.",Career history is mainly data or software engineering with no clear ranking ownership.,same_label,exact,no,2,,not_reviewed,,
2,"Consensus label 2. Claude=2; GPT=2. Claude note: Senior Software Engineer at PharmEasy, 6.2yr, Pune, Maharashtra. Some tech background but weak ML/retrieval signals or wrong domain. | GPT note: Career history is mainly data or software engineering with no clear ranking ownership.",v1_top_260,CAND_0000665,0.364152,0,Senior Software Engineer,6.2,PharmEasy,HealthTech,"Pune, Maharashtra",Senior Software Engineer | 6.2+ yrs in data engineering,"Software / data professional with 6.2 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transiti...","Senior Software Engineer at PharmEasy (49m): Built and maintained data pipelines on Apache Airflow processing ~500GB of daily transactional data across 12 source systems. Worked extensively with Spark (PySpark) for batch processing and dbt for the transformation/modeling layer in our Snowflake warehouse. Owned the on-call rotation for data quality issues — wrote most of the data quality checks that detect schema drift and unusual volume changes. The pipeline supports the analytics team and a few internal ML models. || Senior Software Engineer at Initech (16m): Implemented streaming data pipelines on Kafka and Spark Streaming for a real-time user-activity processing platform. Designed the schema-registry integration, the watermark/state management approach, and the deduplication logic for late-arriving events. Worked closely with the data science team to make sure feature pipelines aligned with what their models needed. Most of my career has been data engineering, with some adjacent ML exposure. || Backend Engineer at Meesho (8m): Built and maintained data pipelines on Apache Airflow processing ~500GB of daily transactional data across 12 source systems. Worked extensively with Spark (PySpark) for batch processing and dbt for the transformation/modeling layer in our Snowflake warehouse. Owned the on-call rotation for data quality issues — wrote most of the data quality checks...","NLP:advanced/52m, ASR:advanced/45m, MLOps:advanced/21m, Recommendation Systems:intermediate/28m, Object Detection:intermediate/31m, FastAPI:intermediate/27m, CSS:intermediate/28m, Embeddings:intermediate/22m, Excel:beginner/17m, Illustrator:beginner/12m",embedding | embeddings | recommendation system | recommendation systems | shipped | drift | on-call | NLP,,active=2026-04-01; open_to_work=True; response=0.19; notice=90; github=57.7; saved_30d=23,2,2,"Senior Software Engineer at PharmEasy, 6.2yr, Pune, Maharashtra. Some tech background but weak ML/retrieval signals or wrong domain.",Career history is mainly data or software engineering with no clear ranking ownership.,same_label,exact,no,2,,not_reviewed,,
2,"Consensus label 2. Claude=2; GPT=2. Claude note: Senior Data Engineer at Hooli, 7.5yr, Kolkata, West Bengal. Some tech background but weak ML/retrieval signals or wrong domain. | GPT note: Career history is mainly data or software engineering with no clear ranking ownership.",v1_top_260,CAND_0050022,0.363841,0,Senior Data Engineer,7.5,Hooli,Software,"Kolkata, West Bengal",Senior Data Engineer | Data pipelines & analytics,"Software / data professional with 7.5 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transiti...","Senior Data Engineer at Hooli (39m): Built and maintained data pipelines on Apache Airflow processing ~500GB of daily transactional data across 12 source systems. Worked extensively with Spark (PySpark) for batch processing and dbt for the transformation/modeling layer in our Snowflake warehouse. Owned the on-call rotation for data quality issues — wrote most of the data quality checks that detect schema drift and unusual volume changes. The pipeline supports the analytics team and a few internal ML models. || Senior Data Engineer at Stark Industries (28m): Mixed data science and analytics-engineering role at a marketing-analytics startup. Spent maybe 30% of my time on lightweight ML (clustering, classification, churn prediction in sklearn/XGBoost) and 70% on data infrastructure and dashboards. Comfortable with the modeling work but I wouldn't call myself an ML specialist. Built our experimentation framework that supports the product team's A/B tests. || Analytics Engineer at Nykaa (12m): Backend development with Python (FastAPI), PostgreSQL, and Redis at a B2B SaaS product. Owned the analytics-and-reporting service which serves dashboards to ~3K paying customers. Recent work includes integrating a model-serving service (built by another team) into our API layer; my work was the integration and observability, not the model itself. Strong on API design, database performance,...","Feature Engineering:advanced/23m, OpenCV:advanced/52m, MLOps:advanced/21m, Embeddings:intermediate/20m, Tailwind:intermediate/25m, Image Classification:intermediate/13m, Diffusion Models:intermediate/26m, Docker:beginner/7m, Webpack:beginner/12m, Forecasting:intermediate/15m",embedding | embeddings | a/b | serving | shipped | drift | on-call | MLOps,,active=2026-01-24; open_to_work=True; response=0.51; notice=90; github=41.9; saved_30d=7,2,2,"Senior Data Engineer at Hooli, 7.5yr, Kolkata, West Bengal. Some tech background but weak ML/retrieval signals or wrong domain.",Career history is mainly data or software engineering with no clear ranking ownership.,same_label,exact,no,2,,not_reviewed,,
2,"Consensus label 2. Claude=3; GPT=2. Claude note: ML Engineer at Razorpay, 5.9yr, Bhubaneswar, Odisha. ML background with domain signals; some friction. | GPT note: Career history is mostly non-search ML with little retrieval or ranking relevance.",v1_top_260,CAND_0062561,0.363212,0.18,ML Engineer,5.9,Razorpay,Fintech,"Bhubaneswar, Odisha",ML Engineer | 5.9 yrs in analytics & ML,"Data scientist / ML engineer with 5.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML syste...","ML Engineer at Razorpay (20m): Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient-boosted trees with ~80 hand-engineered features. The work was split roughly 60/40 between modeling and data prep / SQL. The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. || Junior ML Engineer at Dream11 (12m): Contributed to ML feature engineering and model deployment for a fraud-detection product. My main role was engineering: building the Flask-based prediction API, integrating with the feature store, and writing the model-serving observability layer. I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. || Senior Software Engineer (ML) at Unacademy (38m): Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient-boosted trees with ~80 hand-engineered features. The work was split roughly 60/40 between modeling and data prep / SQL. The churn model is now used by the retention team, though my role was more on the modeling side than the productionization.","Weights & Biases:advanced/44m, Learning to Rank:advanced/53m, Statistical Modeling:advanced/58m, Information Retrieval:advanced/26m, YOLO:advanced/20m, Data Science:intermediate/29m, Kubeflow:intermediate/34m, Weaviate:advanced/19m, PyTorch:intermediate/8m, Object Detection:intermediate/10m, Sales:intermediate/15m",information retrieval | retrieval | weaviate | learning to rank | ranking | production | serving | PyTorch,AI domain mismatch,active=2026-05-05; open_to_work=True; response=0.36; notice=30; github=53.2; saved_30d=21,3,2,"ML Engineer at Razorpay, 5.9yr, Bhubaneswar, Odisha. ML background with domain signals; some friction.",Career history is mostly non-search ML with little retrieval or ranking relevance.,conservative_lower_label,diff_1,optional,2,,not_reviewed,,
2,"Consensus label 2. Claude=3; GPT=2. Claude note: ML Engineer at Freshworks, 5.5yr, Bhubaneswar, Odisha. ML background with domain signals; some friction. | GPT note: Career history is mostly non-search ML with little retrieval or ranking relevance.",v1_top_260,CAND_0031143,0.362225,0,ML Engineer,5.5,Freshworks,SaaS,"Bhubaneswar, Odisha",ML Engineer | 5.5 yrs in analytics & ML,"Data scientist / ML engineer with 5.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — g...","ML Engineer at Freshworks (13m): Contributed to ML feature engineering and model deployment for a fraud-detection product. My main role was engineering: building the Flask-based prediction API, integrating with the feature store, and writing the model-serving observability layer. I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. || ML Engineer at Wipro (45m): Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. Started with sklearn-based bag-of-words models, then moved to transformer-based classifiers (DistilBERT) for the harder classes. Comfortable with PyTorch and Hugging Face but most of my training experience has been on small datasets and pre-trained model fine-tuning, not from-scratch model design. || Senior Software Engineer (ML) at Zomato (7m): Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. Started with sklearn-based bag-of-words models, then moved to transformer-based classifiers (DistilBERT) for the harder classes. Comfortable with PyTorch and Hugging Face but most of my training experience has been on small datasets and pre-trained model fine-tuning, not from-scratch model design.","Python:advanced/47m, QLoRA:advanced/25m, Deep Learning:advanced/27m, TTS:advanced/40m, Diffusion Models:intermediate/36m, Hugging Face Transformers:advanced/27m, Time Series:intermediate/14m, Hadoop:intermediate/16m, MongoDB:intermediate/23m, Airflow:intermediate/9m, Rust:beginner/17m, Feature Engineering:intermediate/10m",retrieval | production | serving | QLoRA | Hugging Face Transformers | Deep Learning,,active=2026-05-07; open_to_work=False; response=0.84; notice=120; github=76.0; saved_30d=25,3,2,"ML Engineer at Freshworks, 5.5yr, Bhubaneswar, Odisha. ML background with domain signals; some friction.",Career history is mostly non-search ML with little retrieval or ranking relevance.,conservative_lower_label,diff_1,optional,2,,not_reviewed,,
